target_id,dataset_id_rdkit,dataset_id,n_rows,pref_name,organism
CHEMBL3996,3902,32466,532,Oxytocin receptor,Rattus norvegicus
CHEMBL3997,3903,32444,44,Insulin-like growth factor binding protein 3,Homo sapiens
CHEMBL3998,3904,32453,307,Dopamine D2 receptor,Bos taurus
CHEMBL4004,3909,32447,79,Phosphorylase kinase gamma subunit 1,Homo sapiens
CHEMBL4005,3910,32810,2314,PI3-kinase p110-alpha subunit,Homo sapiens
CHEMBL4009,3911,32448,36,Human herpesvirus 6 DNA polymerase,Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)
CHEMBL401,3912,32449,143,Glutamate [NMDA] receptor subunit epsilon 3,Rattus norvegicus
CHEMBL4010,3913,32450,33,Human herpesvirus 6 protease,Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)
CHEMBL4013,3916,32452,30,Human herpesvirus 4 protease/capsid scaffold protein,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)
CHEMBL4014,3917,32454,95,Tyrosine-protein kinase ABL2,Homo sapiens
CHEMBL4015,3918,32570,1490,C-C chemokine receptor type 2,Homo sapiens
CHEMBL4016,3919,32458,202,"Glutamate receptor ionotropic, AMPA 2",Homo sapiens
CHEMBL4017,3920,32456,47,Sodium channel protein type X alpha subunit,Rattus norvegicus
CHEMBL4018,3921,32488,682,Neuropeptide Y receptor type 2,Homo sapiens
CHEMBL402,3922,32463,234,HMG-CoA reductase,Homo sapiens
CHEMBL4026,3926,32492,720,Signal transducer and activator of transcription 3,Homo sapiens
CHEMBL4027,3927,32465,220,Neurokinin 1 receptor,Rattus norvegicus
CHEMBL4028,3928,32464,192,Thromboxane-A synthase,Rattus norvegicus
CHEMBL4029,3929,32471,230,Interleukin-8 receptor A,Homo sapiens
CHEMBL4031,3931,32467,34,Beta-3 adrenergic receptor,Rattus norvegicus
CHEMBL4032,3932,32468,37,Dihydropteroate synthase,Escherichia coli K-12
CHEMBL4033,3933,32473,133,Cyclooxygenase-2,Canis lupus familiaris
CHEMBL4035,3935,32469,67,Prolyl endopeptidase,Rattus norvegicus
CHEMBL4036,3936,32546,1287,Cyclin-dependent kinase 5,Homo sapiens
CHEMBL4039,3939,32474,33,Choline acetylase,Homo sapiens
CHEMBL4040,3940,32525,1180,MAP kinase ERK2,Homo sapiens
CHEMBL4042,3942,32476,44,Cyclooxygenase-1,Rattus norvegicus
CHEMBL4045,3943,32511,969,"AMP-activated protein kinase, alpha-1 subunit",Homo sapiens
CHEMBL4047,3945,32477,82,Retinoid X receptor beta,Mus musculus
CHEMBL4050,3948,32480,75,FK506 binding protein 4,Homo sapiens
CHEMBL4051,3949,32481,144,Cystic fibrosis transmembrane conductance regulator,Homo sapiens
CHEMBL4054,3950,32482,103,GABA transporter 1,Rattus norvegicus
CHEMBL4062,3955,32484,53,Calpain 1,Sus scrofa
CHEMBL4068,3960,32490,377,Chymase,Homo sapiens
CHEMBL4069,3961,32487,47,Corticotropin releasing factor receptor 2,Homo sapiens
CHEMBL4070,3962,32489,121,Casein kinase II alpha (prime),Homo sapiens
CHEMBL4071,3963,32491,233,Cathepsin G,Homo sapiens
CHEMBL4072,3964,32573,1330,Cathepsin B,Homo sapiens
CHEMBL4073,4000,32496,596,Matrix metalloproteinase 7,Homo sapiens
CHEMBL4074,4001,32498,565,Angiotensin-converting enzyme,Oryctolagus cuniculus
CHEMBL4077,4002,32494,469,Melanocortin receptor 1,Mus musculus
CHEMBL4078,4003,32609,1468,Acetylcholinesterase,Electrophorus electricus
CHEMBL4079,4004,32495,66,G-protein coupled receptor kinase 2,Homo sapiens
CHEMBL4080,4005,32504,262,Bombesin receptor subtype-3,Homo sapiens
CHEMBL4081,4006,32497,76,Coagulation factor III,Homo sapiens
CHEMBL4085,4010,32499,41,Cytochrome P450 2A5,Mus musculus
CHEMBL4086,4011,32502,116,Prostanoid EP4 receptor,Rattus norvegicus
CHEMBL4087,4012,32500,44,Bradykinin B1 receptor,Oryctolagus cuniculus
CHEMBL4088,4013,32501,60,Topoisomerase IV subunit A,Staphylococcus aureus
CHEMBL4090,4015,32507,100,Protein kinase Pfmrk,Plasmodium falciparum
CHEMBL4091,4016,32505,30,1-deoxyxylulose-5-phosphate reductoisomerase,Escherichia coli K-12
CHEMBL4092,4017,32506,59,c-Jun N-terminal kinase 3,Rattus norvegicus
CHEMBL4093,4018,32526,728,LXR-beta,Homo sapiens
CHEMBL4101,4023,32579,1246,cAMP-dependent protein kinase alpha-catalytic subunit,Homo sapiens
CHEMBL4102,4024,32513,472,Cyclooxygenase-2,Ovis aries
CHEMBL4105,4027,32512,127,Serotonin 1d (5-HT1d) receptor,Sus scrofa
CHEMBL4106,4028,32516,290,Cathepsin D,Bos taurus
CHEMBL4108,4029,32514,36,Voltage-gated L-type calcium channel alpha-1S subunit,Rattus norvegicus
CHEMBL4111,4032,32520,276,Bradykinin B2 receptor,Cavia porcellus
CHEMBL4114,4035,32518,61,Beta-lactamase,Staphylococcus aureus
CHEMBL4117,4036,32519,52,Zinc aminopeptidase,Plasmodium falciparum FcB1/Columbia
CHEMBL4121,4038,32540,662,CaM kinase II beta,Homo sapiens
CHEMBL4123,4039,32524,326,Neurotensin receptor 1,Homo sapiens
CHEMBL4124,4040,32683,1616,Histamine H3 receptor,Rattus norvegicus
CHEMBL4128,4043,32565,800,Tyrosine-protein kinase TIE-2,Homo sapiens
CHEMBL4130,4044,32534,309,Endothelin receptor ET-A,Sus scrofa
CHEMBL4132,4046,32527,91,Voltage-gated L-type calcium channel alpha-1D subunit,Rattus norvegicus
CHEMBL4133,4047,32528,105,Cyclooxygenase-1,Canis lupus familiaris
CHEMBL4134,4048,32529,82,Ephrin type-A receptor 8,Homo sapiens
CHEMBL4135,4049,32531,103,Geranylgeranyl transferase type I beta subunit,Homo sapiens
CHEMBL4136,4050,32530,45,Phospholipase A2 group 1VB,Homo sapiens
CHEMBL4137,4051,32532,40,Glyceraldehyde-3-phosphate dehydrogenase cytosolic,Leishmania mexicana
CHEMBL4139,4053,32533,38,Tubulin alpha-1 chain,Rattus norvegicus
CHEMBL4140,4054,32536,183,Epoxide hydratase,Mus musculus
CHEMBL4142,4056,32535,146,Fibroblast growth factor receptor 2,Homo sapiens
CHEMBL4143,4057,32614,1159,Calpain 2,Sus scrofa
CHEMBL4145,4058,32537,127,Histone deacetylase 9,Homo sapiens
CHEMBL4147,4060,32542,395,CaM kinase II alpha,Homo sapiens
CHEMBL4150,4062,32538,156,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum
CHEMBL4153,4064,32599,964,Sigma-1 receptor,Cavia porcellus
CHEMBL4158,4066,32543,176,Fatty acid synthase,Homo sapiens
CHEMBL4162,4069,32545,38,Protein-tyrosine phosphatase 4A3,Homo sapiens
CHEMBL4163,4070,32549,54,Toll-like receptor 2,Homo sapiens
CHEMBL4175,4077,32566,519,Tyrosine-protein kinase CTK,Homo sapiens
CHEMBL4176,4078,32551,85,Alpha-L-fucosidase I,Homo sapiens
CHEMBL4179,4081,32682,1488,c-Jun N-terminal kinase 2,Homo sapiens
CHEMBL4181,4082,32552,30,S-adenosylmethionine decarboxylase 1,Homo sapiens
CHEMBL4185,4085,32554,57,Xaa-Pro dipeptidase,Homo sapiens
CHEMBL4187,4086,32555,97,Sodium channel protein type II alpha subunit,Homo sapiens
CHEMBL4188,4087,32557,149,Rhodesain,Trypanosoma brucei rhodesiense
CHEMBL4191,4089,32563,226,Monoglyceride lipase,Homo sapiens
CHEMBL4197,4130,32560,54,Heat shock protein HSP 90-alpha,Mus musculus
CHEMBL4198,4131,32585,771,Inhibitor of apoptosis protein 3,Homo sapiens
CHEMBL4202,4135,32575,678,Serine/threonine-protein kinase 2,Homo sapiens
CHEMBL4203,4136,32629,1116,Dual specificity protein kinase CLK4,Homo sapiens
CHEMBL4204,4137,32593,711,MAP kinase signal-integrating kinase 2,Homo sapiens
CHEMBL4208,4140,32567,37,Proteasome component C5,Homo sapiens
CHEMBL4211,4141,32568,47,Carbonic anhydrase 1,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)
CHEMBL4218,4145,32577,551,Alpha trans-inducing protein (VP16),Herpes simplex virus (type 1 / strain 17)
CHEMBL4222,4147,32572,53,dUTP pyrophosphatase,Plasmodium falciparum 3D7
CHEMBL4223,4148,32583,559,Tyrosine-protein kinase FRK,Homo sapiens
CHEMBL4224,4149,32574,244,Dual specificty protein kinase CLK1,Homo sapiens
CHEMBL4225,4150,32641,987,Dual specificity protein kinase CLK2,Homo sapiens
CHEMBL4226,4151,32576,116,Dual specificity protein kinase CLK3,Homo sapiens
CHEMBL4227,4152,32578,68,Lipoxin A4 receptor,Homo sapiens
CHEMBL4234,4157,32582,177,Estradiol 17-beta-dehydrogenase 3,Homo sapiens
CHEMBL4235,4158,32862,1851,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens
CHEMBL4237,4159,32610,622,Ribosomal protein S6 kinase alpha 5,Homo sapiens
CHEMBL4241,4162,32587,60,Squalene monooxygenase,Rattus norvegicus
CHEMBL4246,4167,32589,85,Tyrosine-protein kinase TEC,Homo sapiens
CHEMBL4247,4168,32689,1239,ALK tyrosine kinase receptor,Homo sapiens
CHEMBL4259,4177,32594,33,Human herpesvirus 5 chemokine receptor,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
CHEMBL4261,4178,32603,217,Hypoxia-inducible factor 1 alpha,Homo sapiens
CHEMBL4264,4180,32596,49,24-sterol C-methyltransferase,Arabidopsis thaliana
CHEMBL4267,4183,32600,145,TGF-beta receptor type II,Homo sapiens
CHEMBL4271,4185,32598,43,Synaptic vesicular amine transporter,Bos taurus
CHEMBL4273,4186,32615,592,cGMP-dependent protein kinase 1 beta,Homo sapiens
CHEMBL4280,4191,32605,37,Gastrin releasing peptide receptor,Rattus norvegicus
CHEMBL4282,4193,33134,2243,Serine/threonine-protein kinase AKT,Homo sapiens
CHEMBL4296,4199,32811,1730,Sodium channel protein type IX alpha subunit,Homo sapiens
CHEMBL4302,4204,32659,944,P-glycoprotein 1,Homo sapiens
CHEMBL4303,4205,32612,324,Heat shock protein HSP 90-beta,Homo sapiens
CHEMBL4304,4206,32611,79,Calcium-activated potassium channel subunit alpha-1,Homo sapiens
CHEMBL4305,4207,32613,49,Intermediate conductance calcium-activated potassium channel protein 4,Homo sapiens
CHEMBL4306,4208,32631,480,Voltage-gated potassium channel subunit Kv1.5,Homo sapiens
CHEMBL4308,4209,32667,838,Bradykinin B1 receptor,Homo sapiens
CHEMBL4309,4210,32617,106,Serine/threonine-protein kinase NEK6,Homo sapiens
CHEMBL4311,4212,32616,81,Serine/threonine-protein kinase PAK6,Homo sapiens
CHEMBL4312,4213,32620,81,Serine/threonine-protein kinase 36,Homo sapiens
CHEMBL4315,4216,32622,203,Purinergic receptor P2Y1,Homo sapiens
CHEMBL4317,4218,32625,248,Serotonin 4 (5-HT4) receptor,Rattus norvegicus
CHEMBL4319,4255,32623,45,UDP-N-acetylmuramoylalanine-D-glutamyl-lysine-D-alanyl-D-alanine ligase,Streptococcus pneumoniae R6
CHEMBL4320,4256,32624,37,DNA topoisomerase III,Bacillus subtilis (strain 168)
CHEMBL4321,4257,32646,422,Cyclooxygenase-2,Mus musculus
CHEMBL4323,4259,32626,43,Phospholipase A2 group V,Homo sapiens
CHEMBL4327,4261,32628,48,Fatty acid transport protein 4,Homo sapiens
CHEMBL4329,4263,32634,189,Kappa opioid receptor,Mus musculus
CHEMBL4333,4265,32736,1255,Sphingosine 1-phosphate receptor Edg-1,Homo sapiens
CHEMBL4335,4267,32633,34,MAP kinase p38 beta,Mus musculus
CHEMBL4336,4268,32644,314,Prostanoid EP3 receptor,Mus musculus
CHEMBL4338,4269,32640,233,Purine nucleoside phosphorylase,Homo sapiens
CHEMBL4342,4272,32636,74,Group X secretory phospholipase A2,Homo sapiens
CHEMBL4343,4273,32637,42,DNA polymerase beta,Rattus norvegicus
CHEMBL4354,4277,32783,1541,Mu opioid receptor,Cavia porcellus
CHEMBL4355,4278,32642,86,Serine/threonine-protein kinase GAK,Homo sapiens
CHEMBL4358,4280,32648,181,Arachidonate 15-lipoxygenase,Oryctolagus cuniculus
CHEMBL4360,4282,32643,46,Monocarboxylate transporter 1,Homo sapiens
CHEMBL4361,4283,32768,1457,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens
CHEMBL4367,4289,32645,97,Tyrosine-protein kinase TXK,Homo sapiens
CHEMBL4370,4291,32647,71,UDP-glucuronosyltransferase 2B7,Homo sapiens
CHEMBL4372,4293,32658,420,Anthrax lethal factor,Bacillus anthracis
CHEMBL4374,4295,32653,279,Photoreceptor-specific nuclear receptor,Homo sapiens
CHEMBL4375,4296,32675,676,Serine/threonine-protein kinase SRPK1,Homo sapiens
CHEMBL4376,4297,32650,170,Dual-specificity tyrosine-phosphorylation regulated kinase 2,Homo sapiens
CHEMBL4383,4301,32652,122,Gastric inhibitory polypeptide receptor,Homo sapiens
CHEMBL4386,4304,32654,59,Vacuolar-type proton translocating pyrophosphatase 1,Trypanosoma brucei
CHEMBL4391,4307,32656,66,"Fructose-1,6-bisphosphatase",Rattus norvegicus
CHEMBL4393,4308,32669,462,Matrix metalloproteinase 12,Homo sapiens
CHEMBL4394,4309,32657,108,Sphingosine kinase 1,Homo sapiens
CHEMBL4398,4311,32663,270,Purinergic receptor P2Y2,Homo sapiens
CHEMBL4401,4314,32661,30,Endothelin receptor ET-B,Bos taurus
CHEMBL4402,4315,32662,85,Retinoid X receptor gamma,Mus musculus
CHEMBL4408,4318,32665,179,Phosphodiesterase 8B,Homo sapiens
CHEMBL4409,4319,32697,725,Phosphodiesterase 10A,Homo sapiens
CHEMBL4411,4320,32664,50,Prostaglandin E synthase 2,Homo sapiens
CHEMBL4414,4322,32672,337,Plasmepsin 2,Plasmodium falciparum
CHEMBL4420,4324,32666,45,Hydroxycarboxylic acid receptor 2,Mus musculus
CHEMBL4421,4325,32668,126,HM74 nicotinic acid GPCR,Homo sapiens
CHEMBL4422,4326,32679,468,Free fatty acid receptor 1,Homo sapiens
CHEMBL4423,4327,32673,293,C-C chemokine receptor type 6,Homo sapiens
CHEMBL4425,4329,32671,44,Phosphodiesterase 1B,Homo sapiens
CHEMBL4426,4330,32680,449,Phospholipase A2 group 1B,Homo sapiens
CHEMBL4427,4331,32695,577,Prostanoid DP receptor,Homo sapiens
CHEMBL4428,4332,32674,66,Prostaglandin I2 synthase,Homo sapiens
CHEMBL4429,4333,32701,600,Neurokinin 3 receptor,Homo sapiens
CHEMBL4430,4334,32676,188,Cytochrome P450 17A1,Rattus norvegicus
CHEMBL4439,4337,32715,692,TGF-beta receptor type I,Homo sapiens
CHEMBL4441,4339,32730,847,C-X-C chemokine receptor type 3,Homo sapiens
CHEMBL4442,4340,32681,85,Cyclin-dependent kinase 3,Homo sapiens
CHEMBL4444,4342,32687,215,Vitamin K-dependent protein C,Homo sapiens
CHEMBL4445,4343,32684,36,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",Homo sapiens
CHEMBL4454,4385,32686,101,Tyrosine-protein kinase FGR,Homo sapiens
CHEMBL4461,4389,32688,62,NAD-dependent deacetylase sirtuin 3,Homo sapiens
CHEMBL4462,4390,32699,323,NAD-dependent deacetylase sirtuin 2,Homo sapiens
CHEMBL4464,4391,32690,33,Acyl coenzyme A:cholesterol acyltransferase 1,Mus musculus
CHEMBL4465,4392,32692,71,Acyl coenzyme A:cholesterol acyltransferase 2,Homo sapiens
CHEMBL4468,4394,32696,155,Histamine H4 receptor,Rattus norvegicus
CHEMBL4471,4397,32741,935,Thrombin,Bos taurus
CHEMBL4472,4398,32698,176,Trypsin II,Bos taurus
CHEMBL4477,4399,32710,483,Metabotropic glutamate receptor 1,Rattus norvegicus
CHEMBL4478,4400,32702,310,Voltage-gated N-type calcium channel alpha-1B subunit,Homo sapiens
CHEMBL4481,4401,32742,913,"Nitric oxide synthase, inducible",Homo sapiens
CHEMBL4482,4402,32762,1157,Serine/threonine-protein kinase PAK 4,Homo sapiens
CHEMBL4487,4404,32700,90,Serine/threonine-protein kinase PAK 2,Homo sapiens
CHEMBL4489,4405,32706,290,Melanocortin receptor 5,Mus musculus
CHEMBL4501,4410,32744,887,Ribosomal protein S6 kinase 1,Homo sapiens
CHEMBL4503,4412,32704,74,Nociceptin receptor,Rattus norvegicus
CHEMBL4506,4415,32720,361,NAD-dependent deacetylase sirtuin 1,Homo sapiens
CHEMBL4508,4417,32707,96,Glutaminyl-peptide cyclotransferase,Homo sapiens
CHEMBL4510,4418,32708,46,Cysteine protease falcipain-3,Plasmodium falciparum
CHEMBL4516,4423,32747,836,Serine/threonine-protein kinase MRCK-A,Homo sapiens
CHEMBL4518,4425,32716,60,Purinergic receptor P2Y14,Homo sapiens
CHEMBL4521,4428,32717,33,Cytochrome P450 24A1,Homo sapiens
CHEMBL4522,4429,32718,81,BMP-2-inducible protein kinase,Homo sapiens
CHEMBL4523,4430,32777,1103,Serine/threonine-protein kinase PIM2,Homo sapiens
CHEMBL4524,4431,32719,80,Serine/threonine-protein kinase PAK7,Homo sapiens
CHEMBL4525,4432,32740,655,Serine/threonine-protein kinase 17A,Homo sapiens
CHEMBL4526,4433,32721,81,Ephrin type-A receptor 6,Homo sapiens
CHEMBL4527,4434,32722,97,TRAF2- and NCK-interacting kinase,Homo sapiens
CHEMBL4530,4435,32723,95,Coagulation factor XIII,Homo sapiens
CHEMBL4531,4436,32724,37,Galectin-3,Homo sapiens
CHEMBL4540,4442,32725,42,Phosphotyrosine-protein phosphatase PTPB,Mycobacterium tuberculosis
CHEMBL4542,4443,32727,84,Probable low molecular weight protein-tyrosine-phosphatase,Mycobacterium tuberculosis
CHEMBL4549,4447,32726,49,Apolipoprotein B-100,Homo sapiens
CHEMBL4550,4448,32728,286,5-lipoxygenase activating protein,Homo sapiens
CHEMBL4552,4450,32752,801,Peripheral-type benzodiazepine receptor,Rattus norvegicus
CHEMBL4554,4452,32731,262,Neurokinin 2 receptor,Rattus norvegicus
CHEMBL4556,4453,32732,80,Glycine transporter 1,Rattus norvegicus
CHEMBL4559,4454,32733,100,Aldose reductase,Sus scrofa
CHEMBL4561,4455,32859,1199,Neuropeptide Y receptor type 5,Homo sapiens
CHEMBL4564,4456,32734,119,Dihydrofolate reductase,Mus musculus
CHEMBL4566,4458,32772,891,Endothelin receptor ET-A,Rattus norvegicus
CHEMBL4567,4459,32737,83,Phosphodiesterase 5A,Rattus norvegicus
CHEMBL4573,4461,32738,46,Metabotropic glutamate receptor 6,Homo sapiens
CHEMBL4574,4462,32739,84,BR serine/threonine-protein kinase 2,Homo sapiens
CHEMBL4575,4463,32751,526,Dual-specificity tyrosine-phosphorylation regulated kinase 3,Homo sapiens
CHEMBL4576,4464,32758,747,Homeodomain-interacting protein kinase 2,Homo sapiens
CHEMBL4577,4465,32743,76,Homeodomain-interacting protein kinase 3,Homo sapiens
CHEMBL4578,4466,32755,625,Maternal embryonic leucine zipper kinase,Homo sapiens
CHEMBL4580,4467,32745,47,"Thymidine kinase, mitochondrial",Homo sapiens
CHEMBL4581,4468,32785,876,Kinesin-like protein 1,Homo sapiens
CHEMBL4586,4469,32746,97,Seed lipoxygenase-1,Glycine max
CHEMBL4588,4470,32809,969,Matrix metalloproteinase 8,Homo sapiens
CHEMBL4596,4511,32750,163,C-C chemokine receptor type 8,Homo sapiens
CHEMBL4597,4512,32753,81,Serine/threonine-protein kinase PCTAIRE-1,Homo sapiens
CHEMBL4598,4513,32754,84,Serine/threonine-protein kinase MST1,Homo sapiens
CHEMBL4599,4514,32759,526,Tyrosine kinase non-receptor protein 2,Homo sapiens
CHEMBL4600,4515,32799,813,Serine/threonine-protein kinase PAK 1,Homo sapiens
CHEMBL4601,4516,32763,553,Tyrosine-protein kinase BRK,Homo sapiens
CHEMBL4602,4517,32756,83,Ephrin type-A receptor 7,Homo sapiens
CHEMBL4605,4520,32757,63,Oligopeptide transporter small intestine isoform,Homo sapiens
CHEMBL4607,4521,32770,388,Angiotensin II type 2 (AT-2) receptor,Homo sapiens
CHEMBL4608,4522,32808,692,Melanocortin receptor 5,Homo sapiens
CHEMBL4609,4523,32760,32,Human immunodeficiency virus type 1 Tat protein,Human immunodeficiency virus type 1 group M subtype B (isolate PCV12)(HIV-1)
CHEMBL4611,4525,32764,98,Complement C1r,Homo sapiens
CHEMBL4613,4527,32765,59,Bradykinin B1 receptor,Rattus norvegicus
CHEMBL4614,4528,32766,43,Dihydrofolate reductase,Leishmania major
CHEMBL4615,4529,32767,37,NH(3)-dependent NAD(+) synthetase,Bacillus subtilis (strain 168)
CHEMBL4616,4530,32950,1306,Ghrelin receptor,Homo sapiens
CHEMBL4617,4531,32769,192,Phenylethanolamine N-methyltransferase,Homo sapiens
CHEMBL4618,4532,32791,510,Leukotriene A4 hydrolase,Homo sapiens
CHEMBL4619,4533,32771,54,Phosphodiesterase 1C,Homo sapiens
CHEMBL4620,4534,32778,162,Hepatitis C virus polyprotein,Hepatitis C virus genotype 1a (isolate 1) (HCV)
CHEMBL4625,4538,32807,534,Apoptosis regulator Bcl-X,Homo sapiens
CHEMBL4627,4540,32776,72,Myosin light chain kinase,Homo sapiens
CHEMBL4630,4543,33504,2756,Serine/threonine-protein kinase Chk1,Homo sapiens
CHEMBL4631,4544,32782,297,Endothelin receptor ET-B,Rattus norvegicus
CHEMBL4632,4545,32779,64,Palmitoyl-CoA oxidase,Rattus norvegicus
CHEMBL4633,4546,32789,378,Voltage-gated potassium channel subunit Kv1.3,Homo sapiens
CHEMBL4636,4547,32780,32,Prolyl-tRNA synthetase,Candida albicans
CHEMBL4640,4550,32781,49,Phosphodiesterase 8A,Homo sapiens
CHEMBL4641,4551,32784,259,Voltage-gated T-type calcium channel alpha-1G subunit,Homo sapiens
CHEMBL4644,4553,32886,866,Melanocortin receptor 3,Homo sapiens
CHEMBL4647,4555,32786,58,Peptide deformylase mitochondrial,Homo sapiens
CHEMBL4649,4557,32829,536,Corticotropin releasing factor receptor 1,Rattus norvegicus
CHEMBL4652,4560,32790,149,Somatostatin receptor 1,Rattus norvegicus
CHEMBL4653,4561,32795,192,Dipeptidyl peptidase IV,Rattus norvegicus
CHEMBL4654,4562,32793,65,Histamine H2 receptor,Rattus norvegicus
CHEMBL4657,4565,33031,1427,Dipeptidyl peptidase VIII,Homo sapiens
CHEMBL4662,4569,32800,127,Proteasome Macropain subunit MB1,Homo sapiens
CHEMBL4664,4571,32798,33,Poly [ADP-ribose] polymerase 1,Rattus norvegicus
CHEMBL4666,4573,32801,138,Steroidogenic factor 1,Homo sapiens
CHEMBL4670,4575,32884,747,MAP kinase-activated protein kinase 3,Homo sapiens
CHEMBL4674,4576,32894,810,MAP kinase p38 gamma,Homo sapiens
CHEMBL4675,4577,32803,98,Tripeptidyl aminopeptidase,Rattus norvegicus
CHEMBL4676,4578,32802,51,Voltage-gated calcium channel alpha2/delta subunit 1,Mus musculus
CHEMBL4677,4579,32804,46,Apoptosis regulator Bcl-W,Homo sapiens
CHEMBL4681,4583,32822,359,Aldo-keto-reductase family 1 member C3,Homo sapiens
CHEMBL4683,4585,32823,360,Fibroblast activation protein alpha,Homo sapiens
CHEMBL4685,4586,32819,276,"Indoleamine 2,3-dioxygenase",Homo sapiens
CHEMBL4687,4587,32813,113,Plasmepsin 1,Plasmodium falciparum
CHEMBL4693,4591,32816,30,Sarcoplasmic/endoplasmic reticulum calcium ATP-ase,Oryctolagus cuniculus
CHEMBL4696,4593,32837,328,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus
CHEMBL4698,4595,32827,264,Malonyl-CoA decarboxylase,Homo sapiens
CHEMBL4699,4596,32825,231,Isoprenylcysteine carboxyl methyltransferase,Homo sapiens
CHEMBL4701,4598,32818,156,Histamine H1 receptor,Rattus norvegicus
CHEMBL4702,4599,32820,79,Dopamine beta-hydroxylase,Bos taurus
CHEMBL4708,4638,32919,886,Serine/threonine-protein kinase MST2,Homo sapiens
CHEMBL4714,4643,32845,224,Pyrimidinergic receptor P2Y6,Homo sapiens
CHEMBL4715,4644,32830,101,Phospholipase A2 group 1B,Sus scrofa
CHEMBL4718,4646,32834,125,MAP kinase-interacting serine/threonine-protein kinase MNK1,Homo sapiens
CHEMBL4720,4648,32832,74,Glucagon receptor,Rattus norvegicus
CHEMBL4722,4649,33503,2625,Serine/threonine-protein kinase Aurora-A,Homo sapiens
CHEMBL4729,4654,32847,155,Cytochrome P450 2B6,Homo sapiens
CHEMBL4730,4655,32839,63,Melanin-concentrating hormone receptor 1,Mus musculus
CHEMBL4731,4656,32838,35,Hydroxycarboxylic acid receptor 2,Rattus norvegicus
CHEMBL4736,4659,32843,64,DNA excision repair protein ERCC-5,Homo sapiens
CHEMBL4744,4665,32853,122,Alpha-2a adrenergic receptor,Bos taurus
CHEMBL4752,4671,32850,42,Farnesyl diphosphate synthase,Trypanosoma cruzi
CHEMBL4760,4678,32852,33,Deoxynucleoside kinase,Drosophila melanogaster
CHEMBL4761,4679,32855,83,C3a anaphylatoxin chemotactic receptor,Homo sapiens
CHEMBL4766,4683,32856,99,Pyruvate dehydrogenase kinase isoform 1,Homo sapiens
CHEMBL4767,4684,32866,206,Vesicular acetylcholine transporter,Homo sapiens
CHEMBL4768,4685,32877,437,Acetylcholinesterase,Bos taurus
CHEMBL4769,4686,32858,96,Geranylgeranyl pyrophosphate synthetase,Homo sapiens
CHEMBL4772,4687,32861,123,1-acylglycerol-3-phosphate O-acyltransferase beta,Homo sapiens
CHEMBL4773,4688,32857,38,Glucagon receptor,Mus musculus
CHEMBL4774,4689,32870,214,Melanocortin receptor 3,Mus musculus
CHEMBL4777,4690,32953,1030,Neuropeptide Y receptor type 1,Homo sapiens
CHEMBL4779,4691,32865,143,Papain,Carica papaya
CHEMBL4780,4692,32869,168,Acetylcholinesterase,Torpedo californica
CHEMBL4781,4693,32868,149,Muscarinic acetylcholine receptor M2,Sus scrofa
CHEMBL4785,4695,32864,30,Multidrug translocase mdfA,Escherichia coli K-12
CHEMBL4788,4696,32867,42,Chorismate synthase,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL4789,4697,32875,207,Carbonic anhydrase VA,Homo sapiens
CHEMBL4791,4699,32880,380,Endothelin-converting enzyme 1,Homo sapiens
CHEMBL4792,4700,32913,668,Orexin receptor 2,Homo sapiens
CHEMBL4793,4701,32960,1024,Dipeptidyl peptidase IX,Homo sapiens
CHEMBL4794,4702,33186,1602,Vanilloid receptor,Homo sapiens
CHEMBL4796,4703,32874,111,Beta-chymotrypsin,Homo sapiens
CHEMBL4801,4707,32917,742,Caspase-1,Homo sapiens
CHEMBL4802,4708,32876,182,"Nitric-oxide synthase, endothelial",Bos taurus
CHEMBL4803,4709,32916,713,"Nitric-oxide synthase, endothelial",Homo sapiens
CHEMBL4804,4710,32888,426,Dual specificity phosphatase Cdc25B,Homo sapiens
CHEMBL4805,4711,33203,1591,P2X purinoceptor 7,Homo sapiens
CHEMBL4816,4722,33001,1070,Serine/threonine-protein kinase AKT3,Homo sapiens
CHEMBL4818,4724,32883,67,Voltage-gated potassium channel subunit Kv1.3,Mus musculus
CHEMBL4820,4725,32885,32,Prostanoid FP receptor,Bos taurus
CHEMBL4822,4726,33507,2998,Beta-secretase 1,Homo sapiens
CHEMBL4824,4762,32887,129,P2X purinoceptor 3,Rattus norvegicus
CHEMBL4825,4763,32889,53,MAP kinase p38 alpha,Rattus norvegicus
CHEMBL4828,4765,32892,133,Synaptic vesicular amine transporter,Rattus norvegicus
CHEMBL4829,4766,32906,331,Acetyl-CoA carboxylase 2,Homo sapiens
